payment_id,order_id,scenario,ground_truth_state,amount,method,customer_segment,created_ts,has_settlement,settled_amount,settlement_matches_order
pay_c76ca374dd3f4c,order_faa3c31b106143,uncertain_pending,UNCERTAIN_AT_CUTOFF,49999,upi,high_value_repeat,2026-08-13T23:16:00,False,,
pay_e3492afdfb2646,order_7607a7f12cba42,clean_failure_hard,VERIFIED_LOST_HARD,2999,netbanking,returning,2026-08-13T21:35:00,False,,
pay_dab28e492e1f4c,order_35d11604f2bb47,clean_failure_soft,VERIFIED_LOST_SOFT,7499,upi,returning,2026-08-08T08:27:00,False,,
pay_aa73e9988f4740,order_66115327df8e44,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,199,card,new,2026-08-08T13:19:00,True,199,True
pay_991a4fe7edce4c,order_c459e332b78d41,clean_failure_soft,VERIFIED_LOST_SOFT,49999,netbanking,high_value_repeat,2026-08-17T01:55:00,False,,
pay_e01fb0d8c7fa4f,order_1971d9be8d4f45,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,299,card,new,2026-08-07T16:00:00,True,299,True
pay_26663161bdba4e,order_b6b834b17d214b,clean_failure_soft,VERIFIED_LOST_SOFT,49999,card,high_value_repeat,2026-08-03T15:54:00,False,,
pay_350acc8b60b342,order_fc3ded4256ff4e,late_auth_flip,LATE_AUTH_FLIP,999,upi,returning,2026-08-08T06:04:00,True,999,True
pay_09a539ad7dbc4b,order_677d9717dbbe41,clean_success,SUCCESS_CLEAN,9999,upi,high_value_repeat,2026-08-02T14:46:00,True,9999,True
pay_3e68ba04702245,order_895e4635a3554b,clean_success,SUCCESS_CLEAN,14999,card,high_value_repeat,2026-08-04T05:57:00,True,14999,True
pay_96e0942adc4842,order_bef6d1387f194f,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-01T15:41:00,True,24999,True
pay_755afef408c64b,order_f1b8c90513a54e,clean_success,SUCCESS_CLEAN,14999,upi,high_value_repeat,2026-08-11T09:33:00,True,14999,True
pay_8f1474c9a7d446,order_531dc784a74047,clean_success,SUCCESS_CLEAN,999,netbanking,returning,2026-08-07T02:53:00,True,999,True
pay_f51713aaf11b49,order_f95c9ef698134a,clean_success,SUCCESS_CLEAN,499,card,returning,2026-08-10T11:50:00,True,499,True
pay_b73cbf43b3974c,order_ef170d8cbb2a40,clean_success,SUCCESS_CLEAN,499,card,returning,2026-08-16T23:53:00,True,499,True
pay_277ee57dda8543,order_68acf848c3394a,clean_failure_soft,VERIFIED_LOST_SOFT,299,upi,new,2026-08-14T04:23:00,False,,
pay_92d2f388194844,order_561ad9b0d3ca45,clean_failure_hard,VERIFIED_LOST_HARD,299,upi,new,2026-08-18T18:29:00,False,,
pay_85dc9254cbac4f,order_3b73eeb9430e43,clean_failure_hard,VERIFIED_LOST_HARD,49999,card,high_value_repeat,2026-08-06T12:15:00,False,,
pay_feeedb709a054a,order_0b54edc4a69946,clean_success,SUCCESS_CLEAN,2999,netbanking,returning,2026-08-08T03:23:00,True,2999,True
pay_455a8f420a1a47,order_a774a4622bf04f,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-15T12:09:00,True,24999,True
pay_3ae3f0aa450742,order_a5d9267f315b41,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,1499,netbanking,new,2026-08-03T15:11:00,True,1469.02,False
pay_d2cb5f42842d40,order_134094b24a8c4f,clean_failure_soft,VERIFIED_LOST_SOFT,7499,upi,returning,2026-08-06T19:59:00,False,,
pay_a7c04121729b4e,order_9e3294265dd540,clean_failure_soft,VERIFIED_LOST_SOFT,4999,upi,high_value_repeat,2026-08-10T16:06:00,False,,
pay_06059e9ed5834f,order_86e690295d2c45,clean_success,SUCCESS_CLEAN,49999,upi,high_value_repeat,2026-08-02T02:49:00,True,49999,True
pay_95d08492d3c046,order_fe6843582a0345,late_auth_flip,LATE_AUTH_FLIP,499,card,new,2026-08-17T08:55:00,True,499,True
pay_a412bc3a129f40,order_45490dbd03e440,clean_success,SUCCESS_CLEAN,9999,netbanking,high_value_repeat,2026-08-19T07:15:00,True,9999,True
pay_f5063adddef544,order_a42c4b4e0e2b43,clean_failure_hard,VERIFIED_LOST_HARD,49999,card,high_value_repeat,2026-08-05T21:02:00,False,,
pay_7f7626d0436141,order_a6f3eb30268a45,uncertain_pending,UNCERTAIN_AT_CUTOFF,1499,upi,new,2026-08-04T18:22:00,False,,
pay_da33c220b05c44,order_5ca85f9a3cfd48,clean_failure_soft,VERIFIED_LOST_SOFT,199,upi,new,2026-08-19T09:52:00,False,,
pay_66186c01740242,order_7c38b991cab04c,clean_failure_soft,VERIFIED_LOST_SOFT,74999,card,high_value_repeat,2026-08-07T22:37:00,False,,
pay_85f808c0288b44,order_10f9999ede274e,clean_failure_soft,VERIFIED_LOST_SOFT,999,card,new,2026-08-17T07:08:00,False,,
pay_c895bda3dade45,order_c515502e67df4a,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,4999,upi,returning,2026-08-11T08:04:00,True,4999,True
pay_e974de7410444c,order_80b7266d2cb649,late_auth_flip,LATE_AUTH_FLIP,4999,card,high_value_repeat,2026-08-18T02:09:00,True,4999,True
pay_ee5e6cdaba0742,order_4515ac2c38864f,clean_success,SUCCESS_CLEAN,499,upi,returning,2026-08-16T17:15:00,True,499,True
pay_b8038cbc718e4a,order_a134a41b5f0a48,clean_success,SUCCESS_CLEAN,49999,netbanking,high_value_repeat,2026-08-18T18:39:00,True,49999,True
pay_2043cadd25f84a,order_fdc030df18864a,clean_failure_hard,VERIFIED_LOST_HARD,14999,card,high_value_repeat,2026-08-18T17:45:00,False,,
pay_7208c50dbc5643,order_3f09ec0d24634f,clean_success,SUCCESS_CLEAN,4999,card,returning,2026-08-07T16:54:00,True,4999,True
pay_eee7a1048a4c4d,order_1be354cb030e43,clean_success,SUCCESS_CLEAN,1499,upi,new,2026-08-19T21:41:00,True,1499,True
pay_8030db24e2be4b,order_d330563f819a45,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,499,upi,returning,2026-08-10T16:00:00,True,486.52,False
pay_e97c93f2011f42,order_5ec5fb8d172c4f,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,299,upi,new,2026-08-17T03:50:00,True,299,True
pay_1053c712a35f43,order_53f23a0ef8874e,clean_failure_hard,VERIFIED_LOST_HARD,7499,netbanking,returning,2026-08-19T21:18:00,False,,
pay_0c445e6cbc9149,order_4668198ce4034d,clean_failure_soft,VERIFIED_LOST_SOFT,999,upi,new,2026-08-07T02:50:00,False,,
pay_ccbe708f5a424a,order_2c365a767cd645,clean_failure_hard,VERIFIED_LOST_HARD,999,card,new,2026-08-20T03:31:00,False,,
pay_b4d05c3078bc42,order_ac664c36b76345,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,49999,upi,high_value_repeat,2026-08-02T14:36:00,True,48999.02,False
pay_eb78bbde36a644,order_47b4426cf6c84c,clean_failure_hard,VERIFIED_LOST_HARD,24999,card,high_value_repeat,2026-08-18T16:03:00,False,,
pay_6c3870ed83cb4b,order_3036605e639649,clean_success,SUCCESS_CLEAN,499,upi,new,2026-08-07T22:18:00,True,499,True
pay_d35c61db6f4c44,order_ef23531c30ef4a,clean_success,SUCCESS_CLEAN,7499,upi,returning,2026-08-02T00:45:00,True,7499,True
pay_3c720aebcd7c4b,order_50bc767ff7ff45,clean_failure_soft,VERIFIED_LOST_SOFT,49999,card,high_value_repeat,2026-08-17T12:38:00,False,,
pay_0f9e38c6d04848,order_6bbb21a45ea74c,clean_success,SUCCESS_CLEAN,4999,upi,returning,2026-08-10T15:49:00,True,4999,True
pay_7d983cd00d2c43,order_59fd5b27bbed44,clean_failure_soft,VERIFIED_LOST_SOFT,299,netbanking,new,2026-08-03T22:57:00,False,,
pay_18a476b85fc945,order_017296832f2245,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,299,upi,new,2026-08-17T16:21:00,True,299,True
pay_b302d375032b4e,order_9d4313a2600f4b,clean_failure_hard,VERIFIED_LOST_HARD,74999,upi,high_value_repeat,2026-08-20T08:52:00,False,,
pay_5fdf24a06f884b,order_97bf58ca0b8c4a,clean_success,SUCCESS_CLEAN,999,upi,returning,2026-08-04T15:59:00,True,999,True
pay_3e50dc88f68348,order_447af15a21b642,uncertain_pending,UNCERTAIN_AT_CUTOFF,999,netbanking,returning,2026-08-12T22:34:00,False,,
pay_d57f1fbbea554f,order_d422106be5ec48,clean_failure_soft,VERIFIED_LOST_SOFT,199,upi,new,2026-08-19T08:26:00,False,,
pay_405f32f2105745,order_f49a97db92304a,clean_success,SUCCESS_CLEAN,4999,upi,returning,2026-08-01T10:24:00,True,4999,True
pay_93167508567949,order_202494523f884a,clean_success,SUCCESS_CLEAN,7499,upi,returning,2026-08-14T17:32:00,True,7499,True
pay_80a47a4502ff46,order_2988f092afa14d,clean_success,SUCCESS_CLEAN,74999,upi,high_value_repeat,2026-08-04T18:09:00,True,74999,True
pay_ca3d8e6dd0204c,order_41945dbbdc2344,clean_failure_soft,VERIFIED_LOST_SOFT,4999,upi,returning,2026-08-08T22:33:00,False,,
pay_df7a86cb072c4e,order_3345330d8faa4c,late_auth_flip,LATE_AUTH_FLIP,24999,upi,high_value_repeat,2026-08-08T16:44:00,True,24999,True
pay_e3372df8bebc49,order_eb2dc38d63c847,clean_failure_hard,VERIFIED_LOST_HARD,1499,upi,new,2026-08-20T20:29:00,False,,
pay_fa45b8962f2a4d,order_cc058b7fdd104b,clean_success,SUCCESS_CLEAN,499,card,new,2026-08-17T10:08:00,True,499,True
pay_a921e7d466624c,order_c03e7e8759c346,clean_failure_hard,VERIFIED_LOST_HARD,2999,netbanking,returning,2026-08-19T09:45:00,False,,
pay_34dda92c36894f,order_3a2d4c80afd84e,uncertain_pending,UNCERTAIN_AT_CUTOFF,999,netbanking,new,2026-08-04T05:56:00,False,,
pay_ef731a2840d34b,order_55bb72106e4044,clean_failure_soft,VERIFIED_LOST_SOFT,14999,card,high_value_repeat,2026-08-21T06:25:00,False,,
pay_183fe79439354d,order_a0cb5cf21e024b,uncertain_pending,UNCERTAIN_AT_CUTOFF,1499,netbanking,new,2026-08-01T17:22:00,False,,
pay_ee8afe5706b84b,order_e1880295961145,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,card,new,2026-08-04T21:18:00,True,999,True
pay_e1a1c32428d24d,order_cc0bb45ccc1e4d,clean_success,SUCCESS_CLEAN,1999,upi,returning,2026-08-17T03:18:00,True,1999,True
pay_921e3cf7320e41,order_98339a32c45f4f,late_auth_flip,LATE_AUTH_FLIP,7499,upi,returning,2026-08-08T20:26:00,True,7499,True
pay_dcbe6e27e0fe4c,order_865ff452da5046,clean_failure_soft,VERIFIED_LOST_SOFT,1999,card,returning,2026-08-18T15:44:00,False,,
pay_c871481c71d445,order_d0660a969c7242,clean_failure_soft,VERIFIED_LOST_SOFT,4999,card,high_value_repeat,2026-08-06T17:12:00,False,,
pay_1a400398678c46,order_990f721865254f,clean_success,SUCCESS_CLEAN,14999,netbanking,high_value_repeat,2026-08-18T08:50:00,True,14999,True
pay_2157367e101141,order_a981951c3efd4f,clean_failure_soft,VERIFIED_LOST_SOFT,999,netbanking,new,2026-08-18T16:15:00,False,,
pay_3e372b10968545,order_9460e68a58d04a,clean_success,SUCCESS_CLEAN,4999,upi,high_value_repeat,2026-08-17T04:01:00,True,4999,True
pay_e4afe8ac78a247,order_0f36879291e74d,clean_failure_hard,VERIFIED_LOST_HARD,499,upi,returning,2026-08-19T11:48:00,False,,
pay_52f797bc0ecb4c,order_8e2579a2e96b46,clean_failure_hard,VERIFIED_LOST_HARD,1999,upi,returning,2026-08-04T16:30:00,False,,
pay_0587c12febaf40,order_8b1ff3b82da74a,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,24999,card,high_value_repeat,2026-08-19T09:49:00,True,24474.02,False
pay_337ed48861ae40,order_ea6059e0dd7e4a,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,1499,card,new,2026-08-15T11:26:00,True,1499,True
pay_6acb706ebcf34f,order_66f0b9b1369846,clean_success,SUCCESS_CLEAN,999,netbanking,new,2026-08-04T15:09:00,True,999,True
pay_a08bfa6864c343,order_9db6bc35c01b46,clean_failure_soft,VERIFIED_LOST_SOFT,999,card,new,2026-08-11T19:59:00,False,,
pay_87fb646a074143,order_a042cbd1a1f346,clean_success,SUCCESS_CLEAN,4999,card,high_value_repeat,2026-08-11T23:05:00,True,4999,True
pay_21122d14720246,order_b776fe56f51e43,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,7499,upi,returning,2026-08-03T01:20:00,True,7311.52,False
pay_bd87119ddcda43,order_5576d493210347,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,14999,card,high_value_repeat,2026-08-11T00:43:00,True,14999,True
pay_c1c7cfc3195d4c,order_7d1d7f3f6d2c4f,clean_success,SUCCESS_CLEAN,2999,card,returning,2026-08-05T21:47:00,True,2999,True
pay_b32602c179ad49,order_e8312f5d080c44,clean_failure_soft,VERIFIED_LOST_SOFT,2999,upi,returning,2026-08-10T01:16:00,False,,
pay_41d835e12b0c49,order_4daf4e484b914a,clean_failure_soft,VERIFIED_LOST_SOFT,4999,upi,returning,2026-08-17T06:53:00,False,,
pay_8fb9991f8c6749,order_f548ac7c8c934f,clean_success,SUCCESS_CLEAN,999,upi,new,2026-08-14T06:04:00,True,999,True
pay_638a4f4be9234b,order_21df6cbe145648,late_auth_flip,LATE_AUTH_FLIP,74999,netbanking,high_value_repeat,2026-08-15T04:10:00,True,74999,True
pay_e5abb84d73c146,order_85db641d011146,clean_failure_soft,VERIFIED_LOST_SOFT,999,card,returning,2026-08-09T09:24:00,False,,
pay_49143a6fc6be48,order_15868be472d548,late_auth_flip,LATE_AUTH_FLIP,9999,card,high_value_repeat,2026-08-16T19:08:00,True,9999,True
pay_8dbaaa0e3f5e45,order_ac61a639bb4f48,clean_failure_soft,VERIFIED_LOST_SOFT,9999,card,high_value_repeat,2026-08-15T15:40:00,False,,
pay_7403437a4b8246,order_4a808617f4e44e,clean_success,SUCCESS_CLEAN,499,card,new,2026-08-02T03:13:00,True,499,True
pay_b078b672e43748,order_9257c2dea71848,clean_failure_hard,VERIFIED_LOST_HARD,14999,card,high_value_repeat,2026-08-03T10:13:00,False,,
pay_9a2c969eb1e849,order_ba480613010b4c,clean_success,SUCCESS_CLEAN,7499,upi,returning,2026-08-05T22:39:00,True,7499,True
pay_39eeb7fba2fa48,order_f647a72227cb4a,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,1499,card,new,2026-08-09T16:48:00,True,1454.03,False
pay_b766d1918b7f41,order_c66a483b631647,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,upi,returning,2026-08-20T03:23:00,True,999,True
pay_d3929aa67d994c,order_65c460b9c1af43,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,7499,card,returning,2026-08-19T16:13:00,True,7499,True
pay_1ff36e91c12143,order_9c2cc0e6af0946,clean_failure_hard,VERIFIED_LOST_HARD,499,upi,returning,2026-08-06T12:12:00,False,,
pay_c72e70d412134f,order_cde418afcf534d,clean_success,SUCCESS_CLEAN,14999,upi,high_value_repeat,2026-08-10T08:29:00,True,14999,True
pay_6e91536d5cff4d,order_7f6a2cce9b924b,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,499,upi,new,2026-08-11T17:22:00,True,499,True
pay_e66ecd403fec42,order_eb827a45ec2440,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,74999,card,high_value_repeat,2026-08-14T16:14:00,True,73124.02,False
pay_748ca13f650047,order_05ce00cf01eb4a,clean_success,SUCCESS_CLEAN,499,card,returning,2026-08-12T02:29:00,True,499,True
pay_7b69a775a7e343,order_4a263cfeee6e4b,clean_failure_hard,VERIFIED_LOST_HARD,1499,card,new,2026-08-14T03:36:00,False,,
pay_3c31725e1cb849,order_2705816e36d94e,clean_success,SUCCESS_CLEAN,9999,card,high_value_repeat,2026-08-15T20:00:00,True,9999,True
pay_bf125f0bdc7747,order_41914b8cd49b43,late_auth_flip,LATE_AUTH_FLIP,7499,upi,returning,2026-08-10T15:59:00,True,7499,True
pay_f3f0fd17f88842,order_2e6d95db340848,late_auth_flip,LATE_AUTH_FLIP,199,upi,new,2026-08-12T14:02:00,True,199,True
pay_cd287e2b6f5148,order_04ceaf45a4894a,clean_success,SUCCESS_CLEAN,1499,upi,new,2026-08-11T16:44:00,True,1499,True
pay_4e61ff28ccb54b,order_f5680c47527743,clean_failure_hard,VERIFIED_LOST_HARD,7499,netbanking,returning,2026-08-17T05:22:00,False,,
pay_c2ff365eaf2945,order_055ed1f85d5b47,clean_failure_soft,VERIFIED_LOST_SOFT,4999,card,returning,2026-08-04T21:23:00,False,,
pay_ad4df93cef194f,order_0d5143936cf649,clean_success,SUCCESS_CLEAN,4999,card,high_value_repeat,2026-08-15T09:13:00,True,4999,True
pay_aa80538ee34d46,order_bcac1a5a0f304c,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,1999,upi,returning,2026-08-09T19:21:00,True,1999,True
pay_248b945813644f,order_e45deec3c2ea43,clean_failure_hard,VERIFIED_LOST_HARD,2999,netbanking,returning,2026-08-20T20:11:00,False,,
pay_61f5ceeb45004e,order_015b450f291c45,clean_success,SUCCESS_CLEAN,499,upi,new,2026-08-16T01:09:00,True,499,True
pay_64123e0c77bd40,order_30c98bf7c6d849,clean_failure_soft,VERIFIED_LOST_SOFT,499,upi,returning,2026-08-05T16:39:00,False,,
pay_78d71bbd328144,order_60091fc4cba041,late_auth_flip,LATE_AUTH_FLIP,499,card,returning,2026-08-15T23:27:00,True,499,True
pay_339b3555d43347,order_b6e2d7c8a7bd49,clean_success,SUCCESS_CLEAN,199,card,new,2026-08-06T22:01:00,True,199,True
pay_b355496de88446,order_63ec6a33a94e4e,clean_failure_hard,VERIFIED_LOST_HARD,1499,upi,new,2026-08-20T06:11:00,False,,
pay_d7e28360b3e340,order_3076f775fe2f4e,uncertain_pending,UNCERTAIN_AT_CUTOFF,9999,card,high_value_repeat,2026-08-06T16:14:00,False,,
pay_aeba0ba08bca40,order_8f10ac4271cc4b,clean_failure_soft,VERIFIED_LOST_SOFT,1499,upi,new,2026-08-20T21:48:00,False,,
pay_300395a55c9d49,order_ed823e3f42a540,clean_failure_hard,VERIFIED_LOST_HARD,1499,upi,new,2026-08-05T08:17:00,False,,
pay_342b64fba38b43,order_8afc1af3f3eb49,clean_failure_soft,VERIFIED_LOST_SOFT,4999,upi,high_value_repeat,2026-08-09T12:38:00,False,,
pay_da33f4f2419c49,order_222505bbd29e40,clean_success,SUCCESS_CLEAN,14999,upi,high_value_repeat,2026-08-07T09:55:00,True,14999,True
pay_ed6d7413eaa747,order_1d79526924e142,clean_success,SUCCESS_CLEAN,299,card,new,2026-08-13T08:18:00,True,299,True
pay_dc850b0335a740,order_0c123c23aa0a4a,clean_failure_hard,VERIFIED_LOST_HARD,199,upi,new,2026-08-19T01:54:00,False,,
pay_47e804d458e948,order_5c6bd55fc0064b,clean_failure_soft,VERIFIED_LOST_SOFT,49999,upi,high_value_repeat,2026-08-12T20:09:00,False,,
pay_e09b21d44b2e46,order_b39b8a9155ce4c,clean_success,SUCCESS_CLEAN,4999,card,high_value_repeat,2026-08-21T02:29:00,True,4999,True
pay_b871b932d3ac49,order_0a2ca8fea34f4c,clean_success,SUCCESS_CLEAN,49999,upi,high_value_repeat,2026-08-16T00:20:00,True,49999,True
pay_331d272d60a241,order_df072c43abcc43,clean_success,SUCCESS_CLEAN,199,netbanking,new,2026-08-20T15:44:00,True,199,True
pay_f9807d199dc148,order_2ac41e936c6842,clean_failure_soft,VERIFIED_LOST_SOFT,2999,card,returning,2026-08-12T12:45:00,False,,
pay_46f7dcf662b74e,order_4480817d0a5940,clean_success,SUCCESS_CLEAN,499,card,returning,2026-08-08T16:54:00,True,499,True
pay_9acad2747db847,order_b0121766fc1546,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,9999,upi,high_value_repeat,2026-08-07T15:11:00,True,9699.03,False
pay_791b351be3da47,order_6047aeb7ea864f,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,74999,upi,high_value_repeat,2026-08-14T23:15:00,True,74999,True
pay_58cd090b912241,order_f5c505e6952942,clean_success,SUCCESS_CLEAN,2999,upi,returning,2026-08-11T03:56:00,True,2999,True
pay_79b38e0172f341,order_ceb75bd951dc40,clean_success,SUCCESS_CLEAN,199,card,new,2026-08-16T04:29:00,True,199,True
pay_2e23942f522749,order_0cd48b0ebcc242,clean_failure_soft,VERIFIED_LOST_SOFT,74999,card,high_value_repeat,2026-08-11T03:52:00,False,,
pay_e5a0cdc362ac4f,order_4ad64320db6f4b,clean_success,SUCCESS_CLEAN,999,upi,new,2026-08-11T16:40:00,True,999,True
pay_eaa8fb2e196146,order_4c81e04c5b6f40,clean_success,SUCCESS_CLEAN,2999,card,returning,2026-08-08T11:41:00,True,2999,True
pay_24066605f9de4b,order_56c266f20b3348,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,1999,card,returning,2026-08-09T21:25:00,True,1959.02,False
pay_a7a43e90a16f41,order_6e6547cd86e748,clean_failure_soft,VERIFIED_LOST_SOFT,499,upi,returning,2026-08-03T07:37:00,False,,
pay_53c70e2018f74f,order_c58d9dc5cd2a4e,clean_failure_hard,VERIFIED_LOST_HARD,499,card,returning,2026-08-09T20:30:00,False,,
pay_be49ec8207d24d,order_2d25926ee0fb40,late_auth_flip,LATE_AUTH_FLIP,4999,card,high_value_repeat,2026-08-14T03:42:00,True,4999,True
pay_a37763ae026f46,order_260ba5e855114b,late_auth_flip,LATE_AUTH_FLIP,4999,upi,high_value_repeat,2026-08-21T06:06:00,True,4999,True
pay_3170a20928cc44,order_5cfd4f8ce92240,clean_success,SUCCESS_CLEAN,4999,netbanking,high_value_repeat,2026-08-15T00:54:00,True,4999,True
pay_5923115df5d44c,order_defe8534ef2e4f,clean_success,SUCCESS_CLEAN,1999,upi,returning,2026-08-12T22:06:00,True,1999,True
pay_e408253e747a4a,order_d1174c50901b41,clean_failure_hard,VERIFIED_LOST_HARD,299,card,new,2026-08-06T11:28:00,False,,
pay_c25ffb2cbecd4f,order_2ccfcda1e2bf49,clean_failure_hard,VERIFIED_LOST_HARD,4999,upi,returning,2026-08-18T17:29:00,False,,
pay_5f9d9d7648034f,order_7bf970a642cb42,clean_failure_hard,VERIFIED_LOST_HARD,9999,card,high_value_repeat,2026-08-20T14:34:00,False,,
